17178 1116 58492 14244 8527 1973 3565
17278 1204 58912 14608 61495 2754 61570
17378 1080 59216 15420 62909 56500 3679
17478 868 59312 15964 57410 60786 63534
17578 884 59852 15828 60228 58840 61662
17678 752 60144 14984 64753 62859 64872
17778 656 60260 15384 4722 2551 65486
17878 1020 60116 15740 7771 5993 64733
17978 896 60124 16360 7451 8282 645
18078 784 60236 15816 5247 5710 1590
18178 800 60540 15576 177 2857 64647
18278 764 60648 15452 62357 63172 65340
18378 560 60676 16372 59426 59485 780
18478 63372 62632 18928 62624 15635 41928
18578 54456 59632 13136 64499 4546 41494
18678 916 60888 17120 3209 64958 7386
18778 336 61184 15600 4007 63590 12403
18878 292 61252 15580 76 5049 56574
18978 700 61104 16040 410 1132 902
19078 416 61280 15584 64565 64647 5088
19178 376 61284 15984 63882 65107 63824
19278 392 61456 14976 62239 7828 59559
19378 504 61444 16488 2266 60327 19863
19478 240 61604 15660 65392 1641 56411
19578 480 61480 16536 439 64235 62789
19678 236 61724 15544 64804 63451 4025
19778 65296 63192 19768 5003 2776 59530
19878 62884 60848 12648 65277 4725 64667
19978 65116 62420 14136 63795 466 1154
20078 65456 62568 15872 1926 62428 1885
20178 65176 62452 16140 952 1872 64936
20278 1012 64776 17032 3682 1600 4219
20378 62628 63140 15600 63538 14583 2909
20478 59428 62292 14400 60969 12774 2151
20578 56132 61452 14460 60032 13080 1078
20678 54176 61100 12384 60288 14353 942
20778 53328 61040 9184 64323 7242 1935
20878 51488 61228 8564 62097 10913 2702
20978 50640 61496 5848 64723 9404 3577
21078 49216 62932 3888 63551 10888 5589
21178 49576 63540 3184 64116 6322 2562
21278 50172 63720 1552 63839 6079 2399
21378 49788 65008 65100 63481 8943 2915
21478 49432 388 63548 63880 917 3398
21578 48036 580 62332 63935 64881 1022
21678 48476 864 62096 63115 65071 864
21778 49928 32 61564 62189 2403 63848
21878 50280 452 61488 525 930 381
21978 49072 440 62436 0 65239 585
22078 49712 716 62260 580 63065 65512
22178 49500 212 62664 823 62683 1191
22278 47604 1068 64232 1622 63757 64348
22378 48192 65116 63528 65105 61484 65533
22478 48844 220 64588 212 63740 64277
22578 49256 65116 65028 481 63208 63725
22678 49064 64784 65488 424 65380 65312
22778 48100 65240 64984 107 2099 1110
22878 49220 65420 64888 62 1816 1061
22978 48880 65476 65100 65378 1712 779
23078 49044 176 64292 191 2336 886
23178 48764 288 63432 65299 2448 1337
23278 49300 416 63112 191 2669 965
23378 48908 480 62428 320 2652 1110
23478 49636 1160 62008 99 2239 1023
23578 49580 996 61540 65487 812 206
23678 49512 1152 61804 45 174 27
23778 49516 1220 61256 65415 64827 65183
23878 49372 1296 61888 28 155 65486
23978 49240 1232 61904 87 65280 59
24078 49844 952 61256 75 496 65249
24178 49168 964 61608 65284 64177 65142
24278 49620 700 62068 49 64514 64853
24378 49600 952 62136 162 64743 64901
24478 49200 668 62436 80 64420 65079
24578 48552 856 62924 183 65140 65370
24678 49108 604 62812 142 64878 65137
24778 49008 640 63168 87 64889 65474
24878 48904 440 62980 323 64754 64939
24978 49204 752 63024 139 64595 64964
25078 48488 428 63488 65390 64314 65124
25178 49068 416 63656 152 65465 65293
25278 49512 216 64000 427 64542 64939
25378 49976 64760 63596 36 62689 63802
25478 49684 65408 724 1198 59690 64976
25578 49232 65516 1080 1617 58295 64574
25678 49832 64632 3216 1114 56753 61135
25778 47876 63188 4724 576 57614 64376
25878 47444 63988 6344 510 65155 2010
25978 48944 64552 5400 566 5871 3928
26078 47928 65088 2740 63883 14389 1551
26178 49444 65444 576 63634 12332 1866
26278 48640 65120 63152 64116 11723 2369
26378 49692 2736 62128 63496 10594 5141
26478 51460 1748 58320 64759 9601 3123
26578 52612 2108 57404 64706 8378 2155
26678 51872 2724 55056 64104 8155 1207
26778 53832 3192 54756 65246 4412 1615
26878 54524 3204 53336 64910 995 405
26978 54296 3340 53880 65256 534 276
27078 54140 3344 54116 225 293 65491
27178 53652 3348 53324 65319 191 137
27278 53864 3588 53352 139 352 472
27378 54756 3424 53276 101 1406 866
27478 54556 3652 53460 137 945 577
27578 55028 3628 53140 65438 556 568
27678 54776 3696 52896 65474 1114 618
27778 55460 3540 53448 454 237 483
27878 55176 3880 52664 65441 280 65232
27978 54368 4192 52580 65386 1293 235
28078 55604 3300 52428 1049 3826 1374
28178 55884 2644 53064 490 1435 417
28278 55096 2608 49348 1277 65131 1743
28378 57008 5112 52400 64437 2146 933
28478 56048 5300 51200 63752 2621 1228
28578 56104 5400 52120 64384 7573 1312
28678 60660 5612 48128 65017 4429 2231
28778 60920 7008 49200 62892 3793 2441
28878 60712 6592 49320 63423 5145 3297
28978 64652 5888 50764 64567 8296 2366
29078 65224 6888 52808 2710 11761 1857
29178 1452 6516 51320 150 7500 2347
29278 4548 5296 50808 64136 5708 2897
29378 4168 5920 50956 64104 3610 2253
29478 5476 6192 52276 65418 5014 3917
29578 7020 5476 50844 65327 2508 2530
29678 7144 5456 51604 65455 4213 1217
29778 8104 5372 53080 64567 3622 1519
29878 9300 5104 53112 260 982 2066
29978 9964 4808 52740 75 1591 1444
30078 10468 4468 53432 65502 2151 1443
30178 11360 4112 54272 65303 64239 878
30278 11852 3884 53264 38 63015 63258
30378 9876 4824 53188 165 63353 61218
30478 7436 6040 52120 322 359 63245
30578 6952 6456 52164 65141 997 65371
30678 8284 5968 53340 65064 373 966
30778 9832 5140 54064 65354 65044 855
30878 9824 5356 52228 475 23 303
30978 9776 5500 52960 54 306 65416
31078 8852 5736 53192 155 1078 65515
31178 9128 5620 53252 78 87 480
31278 10012 5176 53380 65424 65135 49
31378 11440 4828 53824 1056 64914 63824
31478 10416 4640 53620 1003 62095 61997
31578 7308 5612 52684 1419 59850 61705
31678 4120 6800 50400 330 64313 64296
31778 4688 6820 51088 64444 57047 1127
31878 5348 6332 51392 63891 65392 2226
31978 8436 5228 52096 437 853 65412
32078 6780 4968 51816 1492 62336 63306
32178 3176 3792 53328 3144 58395 64922
32278 516 4640 51476 1495 48456 2948
32378 500 5232 48208 2524 58186 63830
32478 60864 8752 53780 61387 50130 61559
32578 62320 3968 53632 64417 55148 58991
32678 53832 5884 53412 64228 47667 56581
32778 52276 4040 56408 60338 47635 59353
32878 51320 3848 60584 58963 45619 57141
32978 48680 1508 63996 174 46158 62672
33078 47948 92 4000 4474 33001 40694
33178 53304 64564 11124 8556 40115 64477
33278 45400 880 10916 51704 59931 59397
33378 58788 1360 15204 64607 53328 1151
33478 60232 1264 14600 7758 51859 55339
33578 60976 332 15780 64742 63027 1751
33678 62816 64756 16140 4 55214 56221
33778 63864 64812 14744 63505 54921 54298
33878 384 65448 16008 63307 62454 61212
33978 1948 172 19792 63018 59510 6498
34078 1124 920 16268 2203 60563 65315
34178 3528 65292 15980 6998 3314 64906
34278 2956 1292 15732 6359 64136 5012
34378 456 2164 16776 1859 8184 34533
34478 1232 2056 15796 64774 65341 1019
34578 632 2448 16624 64962 2112 64692
34678 1144 1096 16968 64553 1689 1046
34778 520 1648 16212 65104 1339 2
34878 432 1748 15744 64825 1440 55
34978 908 2268 15872 64088 547 500
35078 65432 1600 16056 65341 194 64991
35178 65256 1572 16228 447 87 64526
35278 36 1692 16460 450 438 64610
35378 65132 1636 16252 597 843 64514
35478 65176 2204 15912 822 350 65074
35578 65172 3044 16180 2007 485 65180
35678 65480 2844 16372 2383 303 65157
35778 65212 3188 16676 2922 687 64395
35878 64160 4520 16312 9103 64203 65432
35978 64564 5192 15456 5538 64955 62775
36078 52 7176 14688 5942 502 65059
36178 65532 8640 14016 9812 1943 63736
36278 64440 9612 13004 6356 65522 63846
36378 64236 11856 11452 10024 2489 65212
36478 63840 11728 9952 8110 65388 62837
36578 63604 12636 9048 4433 64720 64621
36678 64240 13788 8208 4828 64337 64155
36778 63404 13896 7704 2801 64610 64758
36878 63264 14716 6672 2910 64581 63749
36978 63092 14760 6432 1604 64526 64755
37078 63676 14144 5936 64455 64952 90
37178 63660 14200 6396 64537 64284 65142
37278 63308 14316 6720 62836 64138 496
37378 63576 14176 7612 59902 1868 640
37478 63368 12504 7976 63302 64354 65462
37578 63328 12996 9740 61002 1920 2910
37678 64704 11244 9504 58406 248 5782
37778 64056 8788 12212 55467 2119 5489
37878 304 9200 14380 57395 2375 5959
37978 1780 7140 14716 55830 1003 3682
38078 1780 6412 17144 58000 2280 3813
38178 680 4520 15448 62509 490 1892
38278 1012 4052 16788 61901 1421 2129
38378 196 3260 15924 62372 1406 843
38478 904 3068 16120 63661 552 419
38578 216 2700 16360 64250 375 825
38678 65028 1912 15648 64775 1646 78
38778 64848 2316 15804 915 585 315
38878 65136 2172 16304 65266 314 457
38978 64960 2312 16292 64649 707 146
39078 64900 2016 16472 64991 85 364
39178 64132 1628 15896 151 683 358
39278 63384 1592 16160 64384 2423 1406
39378 63340 956 16088 64059 5104 1739
39478 63180 65412 15624 63892 8014 1856
39578 60684 156 15936 62108 11902 3417
39678 59324 504 15412 62738 11359 3919
39778 56964 460 14228 63601 9838 2891
39878 55072 65300 13028 63931 9741 3060
39978 53920 384 11452 65335 8857 274
40078 53472 720 10816 64733 4498 2174
40178 52108 680 8616 64520 5469 2537
40278 52568 936 8552 65427 3443 1077
40378 51560 768 7736 156 3168 65406
40478 51436 916 7344 65309 270 6
40578 50964 1108 7344 170 65123 65457
40678 50660 1236 7456 65420 65423 47
40778 50896 1092 7360 1155 1229 201
40878 51108 932 6972 65135 64718 65488
40978 51324 728 6984 255 64190 64843
41078 51084 732 7404 63 64752 64572
41178 51200 752 7428 256 63819 64480
41278 51588 12 8064 65169 62885 64001
41378 51824 65400 8776 65037 62457 64078
41478 52100 65376 9392 172 61957 64276
41578 52392 65444 10272 360 62229 63962
41678 53720 64796 10652 807 61217 63578
41778 54432 64944 11200 791 59859 62781
41878 55528 64120 13092 944 55820 61512
41978 56084 64368 14528 852 56869 60937
42078 58684 63384 14792 65089 55942 61514
42178 59184 62772 16544 2107 61697 61453
42278 61012 63376 16800 1589 61441 62554
42378 59920 64328 17580 5371 973 63576
42478 60696 44 15056 11768 3234 10065
42578 60328 3724 15764 18310 4625 9075
42678 57840 7604 15092 6363 2620 63222
42778 57816 5804 13320 65374 9710 60307
42878 58604 6816 14248 62368 3299 61466
42978 58592 4852 14880 57152 4449 63632
43078 48016 64040 10896 5850 65160 248
43178 59456 8108 13384 64480 57360 55589
43278 63700 6036 18780 2180 51888 56403
43378 63176 5180 20912 8414 43742 46629
43478 63916 6036 16384 7578 32768 43926
43578 4456 7576 14564 2305 47526 64831
43678 8176 9248 9764 64845 4014 55593
43968 8176 9248 9764 64845 4014 55593
44068 0 0 1916 0 0 0
44168 8736 21448 4312 20425 50034 32487
44268 10864 10644 5512 61059 15435 42154
44368 11372 4340 8076 65524 2380 64964
44468 9904 8720 7188 60834 56855 269
44568 8816 6316 8588 61888 13203 57057
44668 10388 11936 5924 64961 55680 12361
44768 10048 9152 5060 13620 62920 4888
44868 10284 9724 3676 1825 61739 54988
44968 7356 12576 6176 8810 6294 50368
45068 12768 22352 912 53285 59543 8528
45168 9968 128 3780 14331 21045 35451
45268 7340 7032 1408 55361 55875 51674
45368 5120 14260 4348 1644 15117 41032
45468 10376 12468 8772 1586 6834 49393
45568 64200 15268 4540 8897 8097 50146
45668 63012 14268 5900 64244 11191 40845
45768 57856 12196 4280 1272 3161 63810
45868 59036 15772 5360 9018 7079 3585
45968 61068 14196 65476 13138 5576 54682
46068 62544 32767 12160 47128 32768 32767
46168 64160 15968 3088 65183 4318 59303
46268 408 15760 5324 2790 63686 59278
46368 64480 14648 5600 1821 645 54199
46468 61992 14596 3648 4996 168 57091
46568 58544 13460 5072 63424 1638 57461
46668 57056 13948 2880 372 3818 60143
46768 54624 11708 3128 65130 63901 56763
46868 53760 11460 2108 3852 65344 1040
46968 55028 12184 2028 708 65327 1503
47068 55964 12908 1604 150 65322 792
47168 55676 12792 2224 64879 791 1925
47268 55468 12664 2060 144 191 65457
47368 55808 12856 1984 67 135 65438
47468 55672 12832 1892 65416 309 65468
47568 55632 12864 1872 295 219 296
47668 55660 12948 1972 65493 183 201
47768 55620 12940 1944 65441 94 229
47868 55804 12952 1908 195 20 65488
47968 56056 13052 1660 243 61 65525
48068 55764 12940 1540 65444 65418 206
48168 55652 12904 1580 76 230 419
48268 55668 12960 1840 65166 31 1575
48368 55604 13460 1672 3275 64082 3389
48468 57076 13812 1332 64609 786 3334
48568 56928 14028 1544 307 476 343
48668 57748 14328 1108 65283 27 65533
48768 57400 14100 1616 326 146 201
48868 57916 14340 1340 65526 487 419
48968 57092 14064 1580 35 65487 47
49068 57348 14140 1664 82 582 65361
49168 57124 14076 1552 30 65533 80
49268 57100 14028 1572 65196 65433 65408
49368 57524 14036 1912 64914 454 1215
49468 57584 14192 1848 65107 328 828
49568 57048 13848 2272 65497 357 1263
49668 57812 14204 1420 977 779 3565
49768 58320 14492 2172 62559 1139 7549
49868 61872 15808 2444 64224 2882 7405
49968 328 16300 1200 1755 2122 18675
50068 296 16008 1744 3185 360 68
50168 16 16180 1636 65315 1217 104
50268 16 16236 776 1376 993 108
50368 65512 16196 1072 646 64497 65478
50468 64 16312 172 2586 81 48
50568 65520 16204 65372 4256 495 65
50668 65508 16252 65360 2036 950 1212
50768 88 16296 64868 30 48 18
50868 160 16220 64896 31 36 65525
50968 208 16288 64852 65521 461 65520
51068 216 16224 64964 65535 104 14
51168 96 16164 64952 65472 104 35
51268 112 16236 64984 48 85 16
51368 65324 16232 65104 65531 930 65446
51468 44 16248 65276 65 21 41
51568 124 16228 64964 87 73 11
51668 256 16312 64896 170 87 39
51768 140 16188 64824 178 70 255
51868 204 16256 64876 65295 24 15
51968 108 16316 64808 86 73 65286
52068 152 16256 64576 695 219 11
52168 156 16320 64640 3 50 253
52268 116 16096 64592 229 59 16
52368 212 16188 64516 264 145 28
52468 68 16220 64472 307 116 65510
52568 96 16216 64264 71 45 19
52668 88 16156 64532 45 32 26
52768 208 16176 64532 232 49 65287
52868 212 16220 64376 316 81 28
52968 160 16208 64340 29 54 28
53068 168 16252 64372 186 61 65515
53168 144 16248 64492 156 70 253
53268 65068 15872 64464 65455 1475 65440
53368 148 16308 64088 305 26 30
53468 116 16252 64124 173 61 24
53568 128 16204 64108 149 27 42
53668 100 16336 64092 243 40 28
53768 172 16164 64092 153 56 11
53868 124 15876 64252 130 62 29
53968 140 16176 64140 77 30 26
54068 64 16176 63996 260 54 32
54168 152 16056 64000 42 73 65517
54268 65492 16280 64084 107 1143 65343
54368 180 16100 63700 151 14 30
54468 128 16204 63748 270 71 65282
54568 132 16072 63772 65449 93 50
54668 132 16064 63684 333 33 246
54768 148 16320 63676 74 56 224
54868 148 16148 63600 204 95 44
54968 168 16216 63536 55 43 12
55068 36 16212 63452 213 37 39
55168 56 15948 63508 215 66 14
55268 92 16128 63492 165 42 39
55368 84 16160 63484 176 61 246
55468 240 16300 63444 135 45 21
55568 132 16032 63296 151 47 36
55668 188 16192 63356 165 36 65524
55768 176 16036 63296 127 72 65294
55868 92 16116 63244 193 55 11
55968 124 16176 63184 116 67 26
56068 96 16252 63200 201 64 241
56168 180 16076 63136 129 91 65301
56268 128 16088 63152 170 66 2
56368 28 16080 63160 132 57 65533
56468 120 16156 63052 95 59 9
56568 80 16032 63076 230 65 65533
56668 60 16036 63048 46 68 239
56768 184 16000 62972 187 87 2
56868 96 16160 63040 93 56 247
56968 108 16132 62968 150 26 33
57068 176 16100 62896 118 68 5
57168 132 16100 62792 131 82 65534
57268 152 15912 62804 201 68 56
57368 68 16192 62824 180 46 244
57468 76 15876 62772 142 49 9
57568 168 15984 62756 203 62 47
57668 136 16072 62668 197 72 56
57768 88 15912 62676 117 51 29
57868 196 16108 62644 191 65533 65521
57968 64 15956 62588 129 70 31
58068 140 16032 62716 210 60 12
58168 52 16024 62460 90 57 5
58268 168 15952 62676 190 66 16
58368 88 16068 62408 132 75 21
58468 208 16040 62416 121 62 10
58568 72 16116 62448 169 69 254
58668 116 16052 62320 109 49 4
58768 124 16052 62300 147 90 65535
58868 128 15868 62348 155 42 16
58968 156 15964 62232 164 53 47
59068 32 15904 62228 183 31 24
59168 68 15628 61956 135 86 0
59268 496 14592 61980 378 73 251
59368 32 15824 61996 84 48 19
59468 112 16008 62040 249 32 65534
59568 136 16096 62052 65528 61 17
59668 8 15932 61924 277 63 40
59768 108 15960 61864 91 59 18
59868 80 15932 61912 210 51 16
59968 148 15916 61796 123 79 24
60068 108 15960 61892 158 22 12
60168 104 15828 61824 216 56 32
60268 136 15924 61776 99 40 65282
60368 116 15864 61640 160 56 20
60468 116 15644 61692 193 48 229
60568 204 15828 61608 71 43 232
60668 96 15876 61612 236 23 65282
60768 164 15652 61632 101 98 18
60868 148 15856 61560 186 43 2
60968 65448 15924 61460 144 75 65515
61068 220 16164 61656 187 104 75
61168 460 16484 61808 393 45 65476
61268 232 15756 61396 182 85 4
61368 148 15988 61332 177 52 7
61468 76 15576 61276 174 97 42
61568 65064 17792 61152 329 170 65445
61668 65424 17176 61344 474 26 65528
61768 56 16116 61336 170 74 253
61868 64504 13884 60324 65465 75 65364
61968 476 16140 61116 389 100 47
62068 124 15404 60984 142 75 65294
62168 116 15592 60940 97 90 65317
62268 28 15656 60948 204 52 49
62368 65204 15472 60992 288 31 65485
62468 96 15692 60892 204 49 45
62568 65052 15588 60900 189 247 16
62668 556 16264 60680 163 56 237
62768 72 15580 60420 229 48 28
62868 65056 16672 60528 120 73 65448
62968 1168 12628 60692 409 35 84
63068 80 16128 60564 229 65526 228
63168 364 15088 60312 509 92 106
63268 65492 15468 60664 47 68 65528
63368 116 15652 60496 234 47 249
63468 120 16320 60572 272 60 18
63568 65412 16072 60004 185 77 35
63668 268 15272 60336 345 21 65313
63768 132 15532 60396 65529 64 4
63868 44 15524 60168 285 53 28
63968 76 15596 60176 226 20 247
64068 176 15384 60228 139 67 9
64168 408 15272 59668 415 75 48
64268 65312 14628 59920 188 47 45
64368 84 15200 59960 214 43 41
64468 100 15348 59972 135 30 65526
64568 116 15436 59940 153 66 65533
64668 136 15212 59844 196 21 17
64768 68 15348 59920 223 82 38
64868 4 15324 59852 161 71 65530
64968 72 15384 59804 477 53 7
65068 172 15360 59736 137 64 37
65168 140 15340 59696 171 62 40
65268 104 15276 59744 224 44 65526
65368 88 15160 59624 161 86 3
65468 65504 15292 59580 270 79 26
65568 100 15328 59564 172 64 14
65668 128 15284 59572 239 68 21
65768 65356 14724 59436 139 61 17
65868 92 15708 59572 402 89 21
65968 40 15020 59292 158 92 65510
66068 124 15164 59276 371 21 2
66168 112 15120 59320 95 31 65518
66268 80 14976 59192 227 56 30
66368 116 15104 59196 153 61 23
66468 156 15244 59092 242 56 47
66568 100 15064 58968 153 61 36
66668 152 14880 59056 222 56 18
66768 60 15064 58948 209 35 34
66868 4 15076 58788 226 61 60
66968 84 14312 58492 216 84 56
67068 65504 14376 58576 286 96 6
67168 65440 15236 58928 160 54 241
67268 36 14980 58752 489 34 52
67368 232 14876 58552 305 75 33
67468 60 14944 58624 205 42 0
67568 65236 14924 58536 305 1143 64896
67668 68 14272 58760 53331 1121 64882
67768 32 16272 62792 62984 11 65500
67868 65312 15044 64708 56242 63679 92
67968 65216 17100 64128 206 59113 51
68068 1508 16296 64456 59108 56043 411
68168 63820 15900 2360 58530 57475 64666
68268 872 16224 2964 8827 53703 64181
68368 528 16332 64256 61990 56557 65347
68468 65212 16364 64948 10119 59470 155
68568 65336 15452 64012 60750 59576 1312
68668 492 15744 448 2153 63918 64665
68768 1052 15976 63576 1862 4252 64996
68868 3384 16664 64920 63666 56310 1859
68968 704 15868 64848 3843 1746 1415
69068 704 16344 63716 56302 64006 65463
69168 80 16196 3680 62412 1515 9187
70268 0 0 0 0 0 0
70368 0 0 1740 0 0 0
70468 16984 65404 4876 2576 52387 971
70568 16988 62948 4168 4866 859 871
70668 12972 60556 3868 60912 61138 1591
70768 15200 808 2344 57505 55626 41108
70868 16776 3476 65200 2183 57345 59906
71968 0 0 0 0 0 0
72068 0 0 65492 0 0 0
72168 364 16228 64556 63745 193 65297
72268 316 16256 64872 64121 575 14
72368 296 16280 236 63898 526 184
72468 284 16040 2272 59923 64333 65496
72568 440 15940 1836 1184 501 64977
72668 572 15888 2440 63940 65302 25
72768 408 16080 2348 57 160 4
72868 372 15968 2492 65278 39 251
72968 376 16048 2348 65533 64 30
73068 420 15948 2640 65269 218 34
73168 360 15928 2696 65311 65519 65509
73268 320 16120 3048 65325 65291 7
73368 444 15912 2800 65325 65528 65508
73468 452 16124 2836 65370 7 241
73568 428 15700 2840 65365 65470 65493
73668 400 15916 2944 65417 65 65309
73768 404 15644 2960 65418 12 8
73868 356 15948 3040 65407 70 32
73968 65136 16280 844 7644 64809 65221
74068 3452 16472 1752 5641 62976 65065
74168 65472 15924 64004 64662 63441 64982
74268 1028 15676 63976 63331 2121 65445
74368 724 15032 64844 65089 2316 65316
74468 804 16272 64876 61772 97 65
74568 376 16268 1012 1429 8 63
74668 368 16312 1596 60578 64892 65502
74768 408 16256 704 1710 298 50
74868 432 16196 1012 64145 65020 65530
74968 364 16284 880 276 55 65285
75068 444 16236 1104 65171 95 27
75168 384 16176 1020 65382 30 36
75268 368 16260 1180 65418 43 7
75368 264 16176 1212 65416 66 65520
75468 376 16144 1168 65442 82 65521
75568 416 16188 1268 65387 65 1
75668 440 16280 1244 65482 45 52
75768 388 16272 1028 65334 58 65303
75868 308 16196 1196 8 42 237
75968 420 16224 1200 65423 84 247
76068 376 16224 1360 65497 46 65283
76168 420 16112 1332 65449 34 11
76268 460 16200 1420 65499 37 252
76368 444 16260 1368 65463 77 65526
76468 372 15876 1376 65508 83 42
76568 380 16256 1364 65426 87 18
76668 384 16208 1428 65466 33 65310
76768 388 16292 1400 238 43 62
76868 500 16060 1472 65387 45 65509
76968 396 16324 1444 54 68 26
77068 396 16140 1508 65390 52 40
77168 380 16212 1452 14 43 16
